StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_First Click,Q1_Last Click,Q1_Page Submit,Q1_Click Count,Consent form,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q1,Q2,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q8,Q9,Q10_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q11,Q11_8_TEXT,Q12,Q13,Q13_6_TEXT,Q14,Q14_9_TEXT,Q15,Q16,Q16_3_TEXT,Q17,Q17_7_TEXT,Q18,Q19,Q19_3_TEXT,Q20,Q20_8_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_7_TEXT,Q21_8,Q21_8_TEXT,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_6_TEXT,Q24_7,Q24_7_TEXT,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_8_TEXT,Q26_9,Q26_9_TEXT,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q27_1,Q27_2,Q27_1,Q27_2,Q30_1,Q30_2,Q31,Q32,Q33_1,Q34_1,Q35_1,Timing_First Click,Timing_Last Click,Timing_Page Submit,Timing_Click Count,Q36,Q37,Q38,Q49,Q39
2022-06-16 02:27:11,2022-06-16 02:32:36,IP Address,24.7.19.24,100,324,True,2022-06-16 02:32:36,R_2SkOjnqCYwu20as,,,,,37.8376,-122.2398,anonymous,EN,2.716,2.996,3.675,2,I agree,21.648,21.648,24.379,1,California,California,8.722,8.722,21.294,1,good,11-15% of total capacity,4000,6.3,8.348,9.05,3,16-20% savings per month,,No,,,11-15 years,,No,,,$251-$500,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,2.163,3.947,4.713,6,Extremely important,Very important,Very important,Extremely important,Very important,Extremely important,,,,,Extremely important,Extremely important,Very important,Moderately important,Very important,,,,,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,,,,,20.87,22.286,22.902,5,6-8%,6-8%,11-15%,11-15%,Within 3-5 years,Within 3-5 years,No,,Moderately likely,40,4,1.363,1.363,2.3,1,No,,no,Yes,
2022-06-16 02:36:48,2022-06-16 02:42:24,IP Address,73.151.216.42,100,335,True,2022-06-16 02:42:24,R_2SCth32Jl33Fu8s,,,,,37.6752,-120.9465,anonymous,EN,43.527,43.527,44.136,1,I agree,21.791,21.791,25.735,1,California,California,26.954,26.954,28.591,1,no,11-15% of total capacity,3650,3.654,5.878,6.384,2,16-20% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"No, terms will likely stay consistent",,3.632,5.054,5.689,6,Extremely important,Very important,Very important,Extremely important,Very important,Very important,,,,,Extremely important,Extremely important,Very important,Very important,Very important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Probably yes,Probably yes,,,,,8.747,10.309,10.921,5,6-8%,6-8%,11-15%,11-15%,Within 3-5 years,Within 3-5 years,No,,Extremely likely,40,5,9.053,9.053,10.65,1,No,,no,Yes,
2022-06-16 02:49:48,2022-06-16 02:55:28,IP Address,104.8.152.218,100,340,True,2022-06-16 02:55:29,R_DjblN1WjQwnegIp,,,,,41.8379,-88.0842,anonymous,EN,4.409,4.409,5.065,1,I agree,9.731,9.731,14.785,1,Illinois,Illinois,9.33,17.822,18.127,2,good,11-15% of total capacity,5140,3.176,5.333,5.933,2,16-20% savings per month,,No,,,11-15 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become more customer friendly",,1.343,3.373,4.665,8,Very important,Moderately important,Very important,Extremely important,Extremely important,Extremely important,,,,,Extremely important,Extremely important,Very important,Very important,Extremely important,Extremely important,no,,,Definitely yes,Definitely yes,Probably yes,Probably yes,Probably yes,Definitely yes,Definitely yes,,,,,10.098,11.65,12.3,5,6-8%,9-11%,16-20%,11-15%,Within 3-5 years,Within 3-5 years,No,,Extremely likely,50,6,4.188,4.188,5.448,1,No,,nothing,Yes,
2022-06-16 02:57:56,2022-06-16 03:02:12,IP Address,23.251.15.25,100,256,True,2022-06-16 03:02:13,R_2WOVit3rnl7DLOZ,,,,,39.8367,-88.9428,anonymous,EN,16.74,16.74,17.439,1,I agree,5.545,5.545,16.306,1,Illinois,Illinois,6.767,6.767,9.129,1,no,6-10% of total capacity,4250,7.264,12.608,13.326,2,11-15% savings per month,,No,,,4-6 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,7.059,9.49,10.464,8,Extremely important,Extremely important,Extremely important,Very important,Very important,Very important,,,,,Extremely important,Extremely important,Very important,Very important,Very important,,,,,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,Probably yes,Probably yes,,,,,5.224,7.914,9.1,6,6-8%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,No,,Moderately likely,30,5,5.88,5.88,7.517,1,No,,no,Yes,
2022-06-16 03:07:23,2022-06-16 03:22:39,IP Address,75.132.131.111,100,916,True,2022-06-16 03:22:39,R_3hlQPBI5rrSNixV,,,,,38.5317,-89.9988,anonymous,EN,8.298,8.298,8.842,1,I agree,12.147,16.407,18.774,2,Illinois,Illinois,17.866,17.866,23.999,1,good,11-15% of total capacity,4500,31.045,78.502,79.593,4,16-20% savings per month,,No,,,11-15 years,,No,,,"$501-$1,000",,No,,,"Yes, terms will converge and become more customer friendly",,5.652,7.627,8.794,6,Extremely important,Very important,Very important,Extremely important,Extremely important,Extremely important,,,,,Extremely important,Moderately important,Very important,Very important,Very important,,,,,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,Probably yes,Definitely yes,,,,,1.467,2.667,3.41,4,6-8%,6-8%,11-15%,11-15%,Within 1-3 years,Within 1-3 years,No,,Extremely likely,34,6,5.349,5.349,6.462,1,No,,no,Yes,
2022-06-16 03:25:06,2022-06-16 03:28:00,IP Address,68.132.66.2,100,173,True,2022-06-16 03:28:00,R_1LNaDnrfp83xi5A,,,,,40.8681,-73.4094,anonymous,EN,1.125,1.125,2.037,1,I agree,6.659,6.659,8.736,1,New York,New York,1.475,1.475,7.37,1,good,11-15% of total capacity,4500,2.418,5.81,6.419,3,16-20% savings per month,,No,,,7-10 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,1.568,3.509,5.628,6,Extremely important,Extremely important,Very important,Extremely important,Extremely important,Very important,,,,,Extremely important,Very important,Very important,Extremely important,Extremely important,,,,,Probably yes,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely yes,Probably yes,,,,,1.923,4.379,5.325,5,6-8%,6-8%,16-20%,11-15%,Within 3-5 years,Within 3-5 years,No,,Extremely likely,20,4,1.203,1.203,8.119,1,No,,no,Yes,
2022-06-16 03:27:01,2022-06-16 04:03:16,IP Address,104.149.157.133,100,2175,True,2022-06-16 04:03:17,R_74dYqY3U90VLeZH,,,,,34.0515,-118.2707,anonymous,EN,2.22,2.22,8.879,1,I agree,28.775,32.486,32.892,2,Illinois,"District of Columbia,Hawaii,Virginia,West Virginia,Wisconsin",13.054,112.298,114.969,10,"The CPUC recommends that solar providers approach potential customers for the first time  
This Guide will be distributed to customers.  The salesperson is waiting for you  
When making a decision, don't spend time reading a book called  
Guide ""and ",6-10% of total capacity,500000,5.309,9.838,16.224,4,0-5% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,2.529,15.128,17.864,7,Very important,Moderately important,Moderately important,Slightly important,Slightly important,Slightly important,,,,,Very important,Moderately important,Moderately important,Very important,Slightly important,Extremely important,,Extremely important,,Might or might not,Might or might not,Probably not,,Might or might not,Might or might not,Might or might not,Might or might not,,,,2.811,3.676,4.769,2,3-5%,,5-10%,,Within first year of operation,Within first year of operation,Yes,Affect next year's earnings,Slightly likely,20,5,0.938,1.295,5.938,2,Yes,"Solar panels are able to tap into light on other houses and restore it to electricity.  This can power lights, electric cars and appliances in your home ",yes,Yes,
2022-06-16 05:52:27,2022-06-16 06:04:16,IP Address,73.173.136.134,100,709,True,2022-06-16 06:04:17,R_2CBbgCVB90AcepU,,,,,38.8851,-76.8891,anonymous,EN,8.303,8.303,9.928,1,I agree,8.538,8.538,23.78,1,Maryland,"California,Colorado,Maryland,Oregon",0,0,12.819,0,,16-20% of total capacity,2000,5.361,11.036,12.201,2,11-15% savings per month,,Yes,Lower savings,,20 or more years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,5.071,20.487,23.717,10,Moderately important,Moderately important,Slightly important,Slightly important,Moderately important,Slightly important,Moderately important,,Moderately important,,Very important,Moderately important,Moderately important,Very important,Very important,,,,,Might or might not,Definitely yes,Probably not,Definitely not,Probably not,Definitely not,Probably yes,,,,,3.64,6.781,8,4,6-8%,9-11%,16-20%,11-15%,Within 1-3 years,Within 3-5 years,Yes,,Slightly likely,,,3.363,3.363,4.239,1,Yes,,,Yes,
2022-06-16 08:28:26,2022-06-16 08:33:32,IP Address,24.16.96.66,100,306,True,2022-06-16 08:33:33,R_2Yag7RSsttDTpeU,,,,,47.6176,-122.1424,anonymous,EN,1.054,1.054,4.718,1,I agree,0.982,4.038,4.272,4,"Arkansas,New Jersey,Vermont","California,Florida,Nebraska",33.744,33.744,36.381,1,no,16-20% of total capacity,10,0.919,2.943,3.701,4,16-20% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.493,4.493,6.013,8,Moderately important,Moderately important,Very important,Moderately important,Moderately important,Very important,Moderately important,,Slightly important,,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,,Slightly important,,Probably yes,Might or might not,Probably yes,Probably not,Might or might not,Probably yes,Might or might not,Probably not,,Might or might not,,0.678,2.158,2.917,4,3-5%,6-8%,5-10%,11-15%,Within first year of operation,Within 1-3 years,Yes,no,Neither likely nor unlikely,10,3,0.729,0.729,1.415,1,Yes,no,no,Yes,
2022-06-16 08:51:06,2022-06-16 09:03:53,IP Address,172.117.15.47,100,767,True,2022-06-16 09:03:53,R_1kStLOevZHSGb9r,,,,,34.0068,-118.256,anonymous,EN,1.089,1.089,1.956,1,I agree,7.974,7.974,11.653,1,California,California,1.161,1.161,3.038,1,23,6-10% of total capacity,300,0.682,1.622,2.449,2,16-20% savings per month,,Yes,Lower savings,,7-10 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.162,3.87,5.013,7,Moderately important,Very important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,,,,Moderately important,Moderately important,Slightly important,Slightly important,Slightly important,,,,,Might or might not,Probably not,Might or might not,Might or might not,Might or might not,Might or might not,Might or might not,,,,,0.85,2.789,3.263,6,6-8%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,Yes,fd,Neither likely nor unlikely,50,7,0.919,1.661,1.977,2,Yes,no,no,Yes,
2022-06-16 09:01:24,2022-06-16 09:04:06,IP Address,174.81.50.88,100,161,True,2022-06-16 09:04:06,R_1DApMppsxVenIVL,,,,,34.0062,-117.4432,anonymous,EN,1.234,1.234,1.702,1,I agree,2.429,5.301,5.511,2,Colorado,Colorado,4.405,14.579,15.087,4,I don't want to answer that question,11-15% of total capacity,30,0.648,2.84,3.134,4,11-15% savings per month,,No,,,4-6 years,,No,,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become less customer friendly",,0.852,4.799,5.2,17,Very important,Moderately important,Slightly important,Moderately important,Very important,Moderately important,Not at all important,,Not at all important,,Slightly important,Moderately important,Very important,Very important,Moderately important,Not at all important,,Not at all important,,Probably yes,Probably yes,Probably yes,Might or might not,Might or might not,Probably not,Probably not,Definitely not,,Definitely not,,0.913,2.167,2.488,6,6-8%,6-8%,5-10%,5-10%,Within 1-3 years,Within 1-3 years,No,,Neither likely nor unlikely,30,2,3.915,4.366,4.627,2,Yes,I don't want to answer that question,none,Yes,
2022-06-16 09:07:52,2022-06-16 09:10:29,IP Address,71.8.93.253,100,157,True,2022-06-16 09:10:30,R_2tG333XyQLV1b0F,,,,,33.2937,-86.7672,anonymous,EN,2.249,2.249,3.055,1,I agree,5.399,5.399,8.491,1,Colorado,"Colorado,District of Columbia,Florida",2.134,4.691,5.162,2,dfga,11-15% of total capacity,5,2.172,3.671,3.944,3,6-10% savings per month,,No,,,7-10 years,,No,,,$101-$250,,No,,,"Yes, terms will converge and become less customer friendly",,1.482,4.069,5.099,10,Very important,Moderately important,Slightly important,Moderately important,Slightly important,Moderately important,,,,,Very important,Moderately important,Slightly important,Very important,Moderately important,,,,,Might or might not,Probably not,Probably yes,Probably yes,Probably not,Probably yes,Probably not,,,,,0.981,3.411,3.877,8,3-5%,6-8%,11-15%,5-10%,Within first year of operation,Within 1-3 years,No,,Neither likely nor unlikely,20,4,1.071,2.497,2.847,2,No,,"financing

",Yes,
2022-06-16 09:02:24,2022-06-16 09:14:26,IP Address,23.120.215.75,100,722,True,2022-06-16 09:14:27,R_232ciXFfs4AGcku,,,,,32.8285,-97.0951,anonymous,EN,11.827,17.17,18.987,2,I agree,40.973,40.973,43.649,1,Minnesota,Minnesota,2.411,315.256,316.75,7,Develop training courses,11-15% of total capacity,20,12.094,21.326,22.218,2,11-15% savings per month,,Yes,Higher savings,,1-3 years,,No,,,$251-$500,,No,,,"Yes, terms will converge and become more customer friendly",,1.384,3.104,5.473,8,Very important,Moderately important,Slightly important,Moderately important,Very important,Very important,,,,,Very important,Slightly important,Slightly important,Moderately important,Moderately important,,,,,Probably yes,Might or might not,Probably not,Might or might not,Probably yes,Might or might not,Probably not,,,,,4.307,5.827,6.621,4,6-8%,6-8%,11-15%,5-10%,,,No,,Slightly likely,20,3,3.663,3.663,4.37,1,No,,financing,Yes,
2022-06-16 09:01:30,2022-06-16 09:23:24,IP Address,97.66.212.198,100,1314,True,2022-06-16 09:23:25,R_3qOKMOeIV6mQIQP,,,,,34.0957,-86.578,anonymous,EN,2.276,2.276,3.055,1,I agree,2.215,2.215,4.418,1,California,California,1.098,80.371,80.988,4,"For them, poverty is a roller coaster characterized by uncertain and irregular employment, unstable work schedules, fluctuating public benefits, changes in family composition, frequent relocations and other things that not only undermine their precar",6-10% of total capacity,100,1.257,10.37,10.91,7,6-10% savings per month,,No,,,1-3 years,,No,,,$101-$250,,No,,,"Yes, terms will diverge and become more differentiated based on project size, geography, market, etc.",,1.884,8.092,8.403,2,Moderately important,Moderately important,Very important,Moderately important,Very important,Very important,,,,,Very important,Moderately important,Moderately important,Very important,Moderately important,,,,,Probably not,Probably yes,Might or might not,Probably yes,Might or might not,Probably yes,Might or might not,,,,,2.137,3.662,4.296,4,3-5%,3-5%,5-10%,11-15%,Within first year of operation,Within 1-3 years,No,,Slightly likely,25,40,0.706,0.706,1.799,1,No,,"Yeah, it had a big impact on our user acquisition",Yes,
2022-06-16 09:21:00,2022-06-16 09:23:53,IP Address,165.234.188.22,100,172,True,2022-06-16 09:23:53,R_D2zUJWedwPyRDdD,,,,,48.2419,-101.3039,anonymous,EN,1.193,1.193,1.943,1,I agree,0.813,2.261,3.66,3,"Arizona,Massachusetts,Nevada","Colorado,Idaho,Louisiana",2.962,5.105,8,2,no,11-15% of total capacity,10,0.85,1.89,2.496,2,16-20% savings per month,,Yes,Lower savings,,16-20 years,,Yes,Shorter terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become less customer friendly",,1.122,4.362,5.199,8,Very important,Moderately important,Moderately important,Moderately important,Moderately important,Very important,Moderately important,,Slightly important,,Very important,Moderately important,Moderately important,Moderately important,Slightly important,Slightly important,,Moderately important,,Probably yes,Might or might not,Might or might not,Might or might not,Probably not,Might or might not,Might or might not,Might or might not,,Probably yes,,0.753,3.937,4.441,6,3-5%,6-8%,5-10%,11-15%,Within first year of operation,Within 1-3 years,Yes,no,Neither likely nor unlikely,10,3,1.221,1.221,1.891,1,Yes,no,no,Yes,
2022-06-16 09:11:29,2022-06-16 09:35:35,IP Address,100.12.60.93,100,1446,True,2022-06-16 09:35:36,R_78wDHa8AOTrvbZT,,,,,40.6758,-73.8163,anonymous,EN,6.252,6.252,7.301,1,I agree,87.352,87.352,89.368,1,New York,New York,17.375,179.578,181.373,3,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",6-10% of total capacity,6 kW,15.39,19.704,21.641,3,11-15% savings per month,,Yes,Lower savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Lower cancellation fees,,"Yes, terms will converge and become more customer friendly",,4.133,9.529,11.048,3,Moderately important,Very important,Moderately important,Very important,Moderately important,Very important,Not at all important,,Not at all important,,Extremely important,Not at all important,Very important,Extremely important,Not at all important,,,,,Definitely not,Definitely yes,Definitely yes,Probably yes,Definitely yes,Definitely not,Probably yes,,,,,10.947,10.947,14.177,1,3-5%,3-5%,11-15%,5-10%,Within 3-5 years,Within first year of operation,Yes,Some users will be lost,Slightly likely,70,1,25.498,25.498,26.114,1,No,,NO,Yes,
2022-06-16 09:10:59,2022-06-16 09:35:48,IP Address,68.198.10.122,100,1488,True,2022-06-16 09:35:48,R_3KPJPGSIXzgrtQM,,,,,40.6537,-73.7151,anonymous,EN,1.387,1.387,2.855,1,I agree,6.342,6.342,8.102,1,New York,New York,170.568,309.981,311.591,3,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",6-10% of total capacity,6 kW,28.738,49.183,49.835,2,11-15% savings per month,,Yes,Lower savings,,4-6 years,,Yes,Longer terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become more customer friendly",,12.367,12.367,17.764,1,Extremely important,Very important,Not at all important,Extremely important,Very important,Extremely important,,,,,Extremely important,Extremely important,Very important,Extremely important,Extremely important,,,,,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably yes,,,,,15.74,15.74,17.712,1,3-5%,6-8%,11-15%,5-10%,After 5 years,Within 1-3 years,No,,Slightly likely,80,1,26.278,26.278,27.022,1,No,,NO,Yes,
2022-06-16 09:12:54,2022-06-16 09:35:50,IP Address,71.190.228.92,100,1375,True,2022-06-16 09:35:51,R_1JQ3QX6aYQFpTuG,,,,,40.6186,-73.9272,anonymous,EN,1.199,1.199,2.206,1,I agree,16.894,16.894,18.754,1,New York,New York,19.306,38.076,39.584,2,"Leverage state energy policy to support low-income deployment
Adapt housing and anti-poverty programs to include low-income solar
Set up a financial vehicle
Promote volunteerism
Partner with trusted low-income allies
Ensure programs provide tangible ",11-15% of total capacity,6 kW,15.29,21.026,22.439,3,11-15% savings per month,,Yes,Higher savings,,4-6 years,,Yes,Shorter terms,,$101-$250,,Yes,Higher cancellation fees,,"Yes, terms will converge and become more customer friendly",,16.449,16.449,19.771,1,Moderately important,Extremely important,Not at all important,Extremely important,Very important,Extremely important,,,,,Very important,Extremely important,Very important,Extremely important,Not at all important,,,,,Probably yes,Definitely yes,Definitely yes,Definitely not,Definitely yes,Definitely yes,Probably yes,,,,,11.126,11.126,13.121,1,6-8%,6-8%,5-10%,11-15%,Within 1-3 years,Within 1-3 years,No,,Slightly likely,80,1,11.256,11.256,11.887,1,No,,NO,Yes,
